round_num,cid,dist,anomaly_score,rejected
1,client_13,2.34757137298584,2.4649498462677,0
1,client_8,2.406189203262329,2.526498556137085,0
1,client_12,2.40547513961792,2.5257489681243896,0
1,client_17,2.602928400039673,2.733074903488159,0
1,client_2,2.714805841445923,2.85054612159729,1
1,client_10,2.3381130695343018,2.4550187587738037,0
1,client_11,2.3522753715515137,2.4698891639709473,0
1,client_16,2.667787790298462,2.8011772632598877,1
1,client_14,2.6307272911071777,2.762263774871826,0
1,client_0,2.4171206951141357,2.5379767417907715,0
1,client_18,2.2912423610687256,2.405804395675659,0
1,client_5,2.0776290893554688,2.1815104484558105,0
1,client_7,2.4058377742767334,2.526129722595215,0
1,client_9,2.8410720825195312,2.983125686645508,1
1,client_4,2.4432311058044434,2.5653927326202393,0
1,client_1,2.176032543182373,2.284834146499634,0
1,client_15,2.259523630142212,2.372499704360962,0
1,client_3,2.618330240249634,2.749246835708618,0
2,client_5,2.1877095699310303,2.406480550765991,0
2,client_10,2.1341376304626465,2.3475513458251953,0
2,client_13,2.2475907802581787,2.4723498821258545,0
2,client_9,2.025207042694092,2.2277278900146484,0
2,client_6,2.1847143173217773,2.293950080871582,0
2,client_3,2.2019710540771484,2.422168016433716,0
2,client_15,2.188162088394165,2.406978130340576,0
2,client_7,2.019195318222046,2.2211148738861084,0
2,client_2,2.083009719848633,2.2913107872009277,0
2,client_1,2.036623477935791,2.240285873413086,0
2,client_18,2.059476137161255,2.2654237747192383,0
2,client_12,1.9824931621551514,2.1807425022125244,0
2,client_0,2.2135183811187744,2.4348702430725098,0
2,client_16,2.0243074893951416,2.226738214492798,0
2,client_8,2.2969865798950195,2.5266852378845215,0
2,client_4,2.309244155883789,2.540168523788452,0
2,client_17,1.6141903400421143,1.7756093740463257,0
3,client_4,2.2628111839294434,2.6112537384033203,0
3,client_17,1.6182050704956055,1.9101719856262207,0
3,client_19,1.6118868589401245,1.6924811601638794,0
3,client_13,1.8127737045288086,2.1114296913146973,0
3,client_10,1.9090354442596436,2.2168447971343994,0
3,client_0,2.1873276233673096,2.526916265487671,0
3,client_8,1.858729362487793,2.1649117469787598,0
3,client_15,1.735548496246338,2.0220794677734375,0
3,client_18,1.8792951107025146,2.1817867755889893,0
3,client_11,1.9784737825393677,2.176321029663086,0
