round_num,cid,dist,anomaly_score,rejected
1,client_9,2.42901611328125,2.550467014312744,0
1,client_1,2.4235191345214844,2.5446951389312744,0
1,client_19,2.1633105278015137,2.2714760303497314,0
1,client_18,2.1341209411621094,2.2408270835876465,0
1,client_5,2.118955373764038,2.224903106689453,0
1,client_15,2.152218818664551,2.2598297595977783,0
1,client_13,2.0375702381134033,2.139448642730713,0
1,client_2,2.2313339710235596,2.3429007530212402,0
1,client_11,2.350931167602539,2.468477725982666,0
1,client_8,2.345548391342163,2.4628257751464844,0
1,client_3,2.0338218212127686,2.1355128288269043,0
1,client_0,2.1368818283081055,2.2437260150909424,0
1,client_17,2.339430570602417,2.456402063369751,0
1,client_7,2.1361336708068848,2.2429404258728027,0
1,client_16,2.39165997505188,2.5112428665161133,0
1,client_12,2.032655715942383,2.1342885494232178,0
1,client_6,2.097493886947632,2.2023684978485107,0
1,client_14,2.1262288093566895,2.2325401306152344,0
2,client_11,2.1298675537109375,2.3428544998168945,0
2,client_7,1.9860312938690186,2.1846344470977783,0
2,client_1,1.808165431022644,1.9889819622039795,0
2,client_2,2.1788079738616943,2.396688938140869,0
2,client_16,2.056189775466919,2.2618088722229004,0
2,client_18,1.6363584995269775,1.7999943494796753,0
2,client_6,1.7907371520996094,1.9698108434677124,0
2,client_13,2.1901204586029053,2.409132480621338,0
2,client_19,2.1692535877227783,2.386178970336914,0
2,client_17,1.9399640560150146,2.133960485458374,0
2,client_8,2.0209712982177734,2.2230684757232666,0
2,client_4,1.6044394969940186,1.6846615076065063,0
2,client_12,1.9565298557281494,2.1521828174591064,0
2,client_14,2.2833356857299805,2.511669397354126,0
2,client_0,2.1071529388427734,2.317868232727051,0
2,client_9,1.799196481704712,1.9791159629821777,0
2,client_10,1.502884030342102,1.5780282020568848,0
2,client_15,2.009387254714966,2.2103259563446045,0
2,client_3,1.9149295091629028,2.1064224243164062,0
2,client_5,2.153536558151245,2.3688902854919434,0
3,client_14,1.5253372192382812,1.7841823101043701,0
3,client_3,1.6685783863067627,1.9371273517608643,0
3,client_19,1.5914872884750366,1.8588014841079712,0
3,client_4,1.3057596683502197,1.4363356828689575,0
3,client_17,1.5491737127304077,1.821062684059143,0
3,client_5,1.5101449489593506,1.7671072483062744,0
3,client_13,1.6579532623291016,1.9256271123886108,0
3,client_12,1.3395271301269531,1.5751125812530518,0
3,client_6,1.393526554107666,1.637753963470459,0
3,client_1,1.9120733737945557,2.224456548690796,0
3,client_16,1.4876413345336914,1.755988597869873,0
3,client_9,1.4719266891479492,1.7405701875686646,0
3,client_0,1.875643014907837,2.170051336288452,0
3,client_10,1.2289226055145264,1.351814866065979,0
3,client_15,1.5944888591766357,1.861548662185669,0
3,client_11,1.6457860469818115,1.9279112815856934,0
3,client_2,1.8836411237716675,2.1835720539093018,0
3,client_7,1.3603386878967285,1.6031792163848877,0
3,client_18,1.2082875967025757,1.4358223676681519,0
3,client_8,1.417947769165039,1.6770200729370117,0
4,client_6,1.0874830484390259,1.3906428813934326,0
4,client_5,1.2252811193466187,1.5614337921142578,0
4,client_14,1.149519920349121,1.4849501848220825,0
4,client_8,1.3348894119262695,1.686704397201538,0
4,client_11,1.2037813663482666,1.5481994152069092,0
4,client_10,1.1083040237426758,1.294278621673584,0
4,client_16,1.2643182277679443,1.613142490386963,0
4,client_1,1.706681489944458,2.0889337062835693,0
4,client_3,1.4817239046096802,1.827333927154541,0
4,client_12,1.2762104272842407,1.6032906770706177,0
4,client_0,1.868945598602295,2.2680418491363525,0
4,client_19,1.3372855186462402,1.6876423358917236,0
4,client_9,1.2366929054260254,1.571772813796997,0
4,client_4,1.1134393215179443,1.3050051927566528,0
4,client_18,1.165321946144104,1.4703781604766846,0
4,client_13,1.1063662767410278,1.4283875226974487,0
4,client_7,1.085152506828308,1.3997761011123657,0
4,client_15,1.1852701902389526,1.5118775367736816,0
4,client_17,1.1738320589065552,1.5051850080490112,0
4,client_2,1.9754453897476196,2.3934972286224365,0
5,client_5,0.9300158619880676,1.3121492862701416,0
5,client_14,1.0836942195892334,1.4888087511062622,0
5,client_4,0.9688980579376221,1.211297869682312,0
5,client_3,1.0852336883544922,1.4746235609054565,0
5,client_19,1.0153549909591675,1.4130932092666626,0
5,client_16,1.0154991149902344,1.4138236045837402,0
5,client_0,1.4648665189743042,1.9173370599746704,0
5,client_15,0.9833265542984009,1.3694640398025513,0
5,client_17,0.818937361240387,1.192259430885315,0
5,client_9,1.0269031524658203,1.4146004915237427,0
5,client_2,1.5779259204864502,2.050407648086548,0
5,client_18,0.9658657908439636,1.3113906383514404,0
5,client_12,1.1788759231567383,1.5631991624832153,0
5,client_8,1.0258097648620605,1.4176141023635864,0
5,client_7,0.9372690916061401,1.3051211833953857,0
5,client_6,1.1010514497756958,1.475244402885437,0
5,client_13,0.976505696773529,1.368438482284546,0
5,client_1,1.4980239868164062,1.9550143480300903,0
5,client_11,0.9216551184654236,1.3201498985290527,0
5,client_10,1.2029961347579956,1.4598861932754517,0
6,client_9,0.9734117984771729,1.4175945520401,0
6,client_14,1.1244314908981323,1.5910956859588623,0
6,client_19,0.880878746509552,1.3320335149765015,0
6,client_8,0.8793016076087952,1.3231996297836304,0
6,client_17,0.8924267888069153,1.331789493560791,0
6,client_10,0.9269305467605591,1.2116291522979736,0
6,client_4,0.8687470555305481,1.1568037271499634,0
6,client_13,0.8259238600730896,1.2581167221069336,0
6,client_6,0.967243492603302,1.382429838180542,0
6,client_16,0.7869003415107727,1.2255808115005493,0
6,client_3,1.1265100240707397,1.5941137075424194,0
6,client_1,1.522771954536438,2.0675711631774902,0
6,client_18,0.823337197303772,1.2128753662109375,0
6,client_15,0.8613520860671997,1.2945555448532104,0
6,client_12,0.945913553237915,1.370751142501831,0
6,client_7,0.8433135747909546,1.2560276985168457,0
6,client_2,1.3990808725357056,1.9524503946304321,0
6,client_0,1.506281852722168,2.0563411712646484,0
6,client_11,0.8982530236244202,1.3545966148376465,0
6,client_5,0.9555315971374512,1.4014806747436523,0
7,client_8,0.7880372405052185,1.274099349975586,0
7,client_0,1.4795702695846558,2.1002016067504883,0
7,client_9,0.8320744633674622,1.3134686946868896,0
7,client_1,1.4370819330215454,2.048213481903076,0
7,client_4,1.0974386930465698,1.456809401512146,0
7,client_14,0.9835742712020874,1.4903373718261719,0
7,client_12,0.9541864991188049,1.4387950897216797,0
7,client_16,0.8091209530830383,1.3007984161376953,0
7,client_18,0.9587070345878601,1.4100754261016846,0
7,client_13,0.9093171954154968,1.398674726486206,0
7,client_11,0.9032182693481445,1.4061411619186401,0
7,client_3,0.8144029378890991,1.3050576448440552,0
7,client_2,1.5821645259857178,2.232738733291626,0
7,client_6,0.8004868626594543,1.2540501356124878,0
7,client_19,0.9261940717697144,1.4326480627059937,0
7,client_7,0.8860591053962708,1.3499113321304321,0
7,client_15,0.8031835556030273,1.2797365188598633,0
7,client_17,0.8702253699302673,1.3483147621154785,0
7,client_5,1.1783114671707153,1.6930392980575562,0
7,client_10,0.8729570508003235,1.2124080657958984,0
8,client_16,0.882085919380188,1.4204049110412598,0
8,client_5,0.9487693309783936,1.4883195161819458,0
8,client_3,0.7803495526313782,1.3239244222640991,0
8,client_9,0.913708508014679,1.4519367218017578,0
8,client_4,0.8457552194595337,1.2233948707580566,0
8,client_6,0.8966510891914368,1.4081928730010986,0
8,client_2,1.514993667602539,2.22880482673645,0
8,client_13,0.9277616143226624,1.4602596759796143,0
8,client_10,0.8457872271537781,1.228867769241333,0
8,client_19,0.8154425621032715,1.3548654317855835,0
8,client_7,0.8859503269195557,1.3919572830200195,0
8,client_1,1.455742359161377,2.1448781490325928,0
8,client_0,1.7035908699035645,2.42193865776062,0
8,client_18,1.01303231716156,1.511000156402588,0
8,client_8,0.8245817422866821,1.358263373374939,0
8,client_15,0.8059670925140381,1.3258659839630127,0
8,client_17,0.7836070656776428,1.2976560592651367,0
8,client_14,0.7924796938896179,1.3363549709320068,0
8,client_11,0.9212925434112549,1.4709354639053345,0
8,client_12,0.9124054312705994,1.440131664276123,0
9,client_16,0.8547989726066589,1.4308453798294067,0
9,client_5,1.137621521949768,1.7549724578857422,0
9,client_14,0.8015142679214478,1.3954716920852661,0
9,client_15,0.8574594259262085,1.4226666688919067,0
9,client_2,1.6072105169296265,2.4093515872955322,0
9,client_4,0.7996156215667725,1.227513313293457,0
9,client_17,0.8219196200370789,1.3833110332489014,0
9,client_1,1.5288738012313843,2.2971770763397217,0
9,client_13,0.8346149325370789,1.4032641649246216,0
9,client_7,0.9085596799850464,1.4611304998397827,0
9,client_6,0.8457142114639282,1.3921868801116943,0
9,client_19,1.0078357458114624,1.6128076314926147,0
9,client_0,1.6177390813827515,2.401480197906494,0
9,client_8,0.8187656402587891,1.3912676572799683,0
9,client_3,0.810324490070343,1.3976168632507324,0
9,client_12,0.9221376776695251,1.4985463619232178,0
9,client_9,0.819597065448761,1.3900178670883179,0
9,client_10,0.9064255952835083,1.3392179012298584,0
9,client_11,1.0664445161819458,1.675763487815857,0
9,client_18,1.2814048528671265,1.8541452884674072,0
10,client_1,1.9613275527954102,2.84566330909729,1
10,client_14,0.8626630306243896,1.502359390258789,0
10,client_0,1.5878918170928955,2.4538278579711914,0
10,client_5,1.0354701280593872,1.6900445222854614,0
10,client_11,1.030274748802185,1.6820414066314697,0
10,client_15,0.9106395244598389,1.5214632749557495,0
10,client_2,1.7417571544647217,2.6331024169921875,0
10,client_16,0.8604528903961182,1.4811688661575317,0
10,client_18,0.8553488850593567,1.436135172843933,0
10,client_6,0.802348792552948,1.3893173933029175,0
10,client_7,0.9269470572471619,1.5256540775299072,0
10,client_3,0.8540754318237305,1.4847604036331177,0
10,client_17,1.0660316944122314,1.6910147666931152,0
10,client_12,0.9528480768203735,1.5779480934143066,0
10,client_10,0.8611236214637756,1.3316750526428223,0
10,client_13,0.9816623330116272,1.6114044189453125,0
10,client_9,1.2378250360488892,1.895754098892212,0
10,client_4,0.8480010032653809,1.3230249881744385,0
10,client_8,0.7682514190673828,1.376931071281433,0
10,client_19,1.010083794593811,1.656052589416504,0
11,client_13,1.0699795484542847,1.750284194946289,0
