round_num,cid,dist,anomaly_score,rejected
1,client_10,2.557173728942871,2.685032367706299,0
1,client_11,2.7836320400238037,2.922813653945923,1
1,client_4,2.557919502258301,2.6858155727386475,0
1,client_2,2.6768643856048584,2.8107075691223145,1
1,client_13,2.5846688747406006,2.713902235031128,0
1,client_14,2.801632881164551,2.9417145252227783,1
1,client_12,2.6582424640655518,2.791154623031616,1
1,client_9,2.674906015396118,2.8086512088775635,1
1,client_15,2.6176438331604004,2.748526096343994,0
1,client_3,2.6741783618927,2.807887315750122,1
1,client_7,2.913990020751953,3.059689521789551,1
1,client_5,2.9770655632019043,3.1259188652038574,1
1,client_8,2.688408136367798,2.822828531265259,1
1,client_19,2.5855612754821777,2.714839458465576,0
1,client_0,2.629281997680664,2.7607460021972656,0
1,client_18,2.708859443664551,2.8443024158477783,1
1,client_6,2.5902915000915527,2.71980619430542,0
1,client_1,2.9345359802246094,3.0812628269195557,1
2,client_6,1.6603436470031738,1.8263781070709229,0
2,client_2,1.557049036026001,1.7127538919448853,0
2,client_4,1.5448100566864014,1.6992911100387573,0
2,client_14,1.5892726182937622,1.7481998205184937,0
2,client_1,1.514003872871399,1.6654043197631836,0
2,client_12,1.5421435832977295,1.6963579654693604,0
2,client_18,1.117165446281433,1.2288819551467896,0
2,client_5,1.855371356010437,2.0409085750579834,0
2,client_8,1.3395248651504517,1.4734773635864258,0
3,client_5,1.2736252546310425,1.549841046333313,0
3,client_7,1.2112923860549927,1.3324216604232788,0
3,client_0,1.1571974754333496,1.2729172706604004,0
3,client_8,1.1666879653930664,1.417777180671692,0
3,client_4,1.2603685855865479,1.5143014192581177,0
3,client_3,1.0802818536758423,1.1883100271224976,0
3,client_18,1.1547298431396484,1.4056458473205566,0
3,client_17,1.1288270950317383,1.1852684020996094,0
3,client_14,1.3150464296340942,1.5866327285766602,0
4,client_5,1.0394067764282227,1.3849693536758423,0
4,client_4,1.1152703762054443,1.431933879852295,0
4,client_18,1.1285593509674072,1.4327164888381958,0
4,client_14,1.2212846279144287,1.5629583597183228,0
4,client_2,1.2990608215332031,1.5628101825714111,0
4,client_10,1.0627617835998535,1.169037938117981,0
4,client_1,1.040691614151001,1.291487455368042,0
4,client_11,1.2135685682296753,1.3349254131317139,0
4,client_9,1.1648160219192505,1.2812975645065308,0
5,client_15,0.9493529200553894,1.044288158416748,0
5,client_1,0.8552811145782471,1.163236141204834,0
5,client_17,1.153948426246643,1.2693432569503784,0
5,client_0,1.084956169128418,1.324915885925293,0
5,client_14,1.0212777853012085,1.4087032079696655,0
5,client_13,1.0375676155090332,1.1413244009017944,0
5,client_4,0.9243013262748718,1.284886360168457,0
5,client_6,0.9518511295318604,1.1765508651733398,0
5,client_16,0.916543185710907,0.9623703360557556,0
6,client_13,0.851692795753479,1.0660954713821411,0
6,client_0,0.9295686483383179,1.211849570274353,0
6,client_17,0.82822185754776,0.9674854278564453,0
6,client_3,0.871569037437439,1.0924348831176758,0
6,client_10,0.7834703922271729,0.9896760582923889,0
6,client_16,0.7893195152282715,0.8682514429092407,0
6,client_7,0.7798744440078735,1.0035613775253296,0
6,client_19,0.9530001878738403,1.0483001470565796,0
6,client_8,0.7925813794136047,1.073236107826233,0
7,client_6,0.7592353224754333,1.0476906299591064,0
7,client_8,0.7970719337463379,1.1365101337432861,0
7,client_2,0.7738425135612488,1.0629223585128784,0
7,client_9,0.7481787204742432,0.9567418694496155,0
7,client_11,0.959416925907135,1.1945401430130005,0
7,client_14,0.878452479839325,1.3126596212387085,0
7,client_7,0.7737318277359009,1.0573692321777344,0
7,client_13,0.8487844467163086,1.1147747039794922,0
7,client_1,0.8660592436790466,1.2271267175674438,0
8,client_6,0.7773736119270325,1.1152353286743164,0
8,client_9,0.7633709907531738,1.0316941738128662,0
8,client_16,0.7837680578231812,0.9079720377922058,0
8,client_13,0.8043743371963501,1.1085082292556763,0
8,client_12,0.7216997742652893,0.9267818927764893,0
8,client_2,0.7567901611328125,1.1091179847717285,0
8,client_3,0.8023855686187744,1.0703470706939697,0
