round_num,cid,dist,anomaly_score,rejected
1,client_8,2.086001396179199,2.1903014183044434,0
1,client_6,2.0933423042297363,2.198009490966797,0
1,client_10,2.221097946166992,2.332152843475342,0
1,client_17,2.006439685821533,2.1067616939544678,0
1,client_14,2.2986538410186768,2.4135866165161133,0
1,client_1,2.019118070602417,2.1200740337371826,0
1,client_15,1.9446343183517456,2.0418660640716553,0
1,client_11,2.0509138107299805,2.1534595489501953,0
1,client_12,2.2789595127105713,2.3929073810577393,0
1,client_13,2.0885074138641357,2.1929328441619873,0
1,client_3,1.8409423828125,1.932989478111267,0
1,client_19,2.0284039974212646,2.129824161529541,0
1,client_0,1.851383924484253,1.9439531564712524,0
1,client_18,1.9508514404296875,2.048393964767456,0
1,client_2,1.8566328287124634,1.9494644403457642,0
1,client_7,2.0645341873168945,2.1677608489990234,0
1,client_4,2.1677565574645996,2.276144504547119,0
1,client_9,2.2275760173797607,2.3389549255371094,0
2,client_13,1.9853010177612305,2.183831214904785,0
2,client_8,2.1095471382141113,2.3205018043518066,0
2,client_5,1.6685234308242798,1.7519495487213135,0
2,client_14,2.1285476684570312,2.341402292251587,0
2,client_9,2.1635935306549072,2.379952907562256,0
2,client_4,2.2643449306488037,2.490779399871826,0
2,client_3,2.3095016479492188,2.540451765060425,0
2,client_18,2.193755626678467,2.4131312370300293,0
2,client_12,2.4727237224578857,2.7199959754943848,0
2,client_10,2.328305244445801,2.561135768890381,0
2,client_1,2.462935447692871,2.709228992462158,0
2,client_6,2.032024621963501,2.235227108001709,0
2,client_2,2.1178224086761475,2.3296046257019043,0
2,client_7,2.0941429138183594,2.3035571575164795,0
2,client_17,2.4121813774108887,2.6533994674682617,0
2,client_11,2.158700466156006,2.374570369720459,0
2,client_0,2.184725046157837,2.4031975269317627,0
2,client_15,1.9519916772842407,2.147190809249878,0
2,client_16,1.8895319700241089,1.984008550643921,0
2,client_19,2.408153533935547,2.6489689350128174,0
3,client_12,1.8979133367538452,2.201652765274048,0
3,client_7,2.03161358833313,2.3380017280578613,0
3,client_8,1.916674256324768,2.212641716003418,0
3,client_1,2.440190553665161,2.785165548324585,0
3,client_0,2.1699724197387695,2.479538917541504,0
3,client_13,1.8700597286224365,2.1614911556243896,0
3,client_3,2.4297547340393066,2.764777421951294,0
3,client_18,1.9329150915145874,2.2237491607666016,0
3,client_15,1.9857028722763062,2.2815048694610596,0
3,client_11,1.8679730892181396,2.157315969467163,0
3,client_5,1.9084508419036865,2.0992958545684814,0
3,client_19,2.206712245941162,2.528803825378418,0
3,client_9,1.785354495048523,2.0752687454223633,0
3,client_17,1.9562615156173706,2.2522096633911133,0
3,client_6,2.189807653427124,2.513455390930176,0
3,client_14,1.8702572584152222,2.172215700149536,0
3,client_10,2.115656614303589,2.438277006149292,0
3,client_16,1.7527409791946411,1.928015112876892,0
3,client_4,2.304772138595581,2.643637180328369,0
3,client_2,2.498497724533081,2.841179132461548,1
4,client_18,1.605250597000122,1.973006010055542,0
4,client_0,2.0999646186828613,2.5117664337158203,0
4,client_14,1.6118130683898926,1.9943543672561646,0
4,client_15,1.5258105993270874,1.8732229471206665,0
4,client_16,1.4932187795639038,1.7370171546936035,0
4,client_19,1.6788215637207031,2.0685315132141113,0
4,client_1,2.243532180786133,2.691988229751587,0
4,client_2,1.7150903940200806,2.085322380065918,0
4,client_10,1.674302577972412,2.0692028999328613,0
4,client_9,1.7223076820373535,2.1140968799591064,0
4,client_11,1.5358226299285889,1.899885654449463,0
4,client_5,1.6436399221420288,1.891430139541626,0
4,client_7,2.2372310161590576,2.6688878536224365,0
4,client_3,1.6139720678329468,1.98289155960083,0
4,client_6,2.492595911026001,2.9481236934661865,1
4,client_4,1.7554912567138672,2.1526453495025635,0
4,client_13,1.7262829542160034,2.1026017665863037,0
4,client_17,1.7946035861968994,2.1949949264526367,0
4,client_12,1.7400652170181274,2.151655912399292,0
5,client_0,1.987377405166626,2.4964191913604736,0
5,client_1,2.008098602294922,2.555020809173584,0
5,client_16,1.4567339420318604,1.7845209836959839,0
5,client_14,1.2607401609420776,1.7016870975494385,0
5,client_17,1.473819613456726,1.9399456977844238,0
5,client_6,1.3507198095321655,1.8015503883361816,0
5,client_15,1.5942391157150269,2.0477795600891113,0
5,client_10,1.3908648490905762,1.8632044792175293,0
